WindDirection,WindSpeed,AirDensity,WindShear,B1Er1,B1Er2,B1Er3,B1Er4,B1Er5,B1Er6,B2Er1,B2Er2,B2Er3,B2Er4,B2Er5,B2Er6,B3Er1,B3Er2,B3Er3,B3Er4,B3Er5,B3Er6,Alpha,Shape
12.09,8.918,1.39216,0.2,0.0178863503827038,0.0639209510293643,0.0763440359609423,0.144318157158374,0.180034097841051,0.181102830598457,0.0178863503827038,0.0639209510293643,0.0763440359609423,0.144318157158374,0.180034097841051,0.181102830598457,0.0178863503827038,0.0639209510293643,0.0763440359609423,0.144318157158374,0.180034097841051,0.181102830598457,0.25,1
-5.55,8.522,1.2456,0.2,0.0201077272880555,0.0591811049612902,0.0864733103230227,0.122040684733906,0.140538750360152,0.212043777092265,0.0201077272880555,0.0591811049612902,0.0864733103230227,0.122040684733906,0.140538750360152,0.212043777092265,0.0201077272880555,0.0591811049612902,0.0864733103230227,0.122040684733906,0.140538750360152,0.212043777092265,0.25,1
7.29,8.258,1.4152,0.2,0.0173147680210928,0.0481527502484444,0.0855835767641913,0.143618864302,0.196063053799209,0.193090422433754,0.0173147680210928,0.0481527502484444,0.0855835767641913,0.143618864302,0.196063053799209,0.193090422433754,0.0173147680210928,0.0481527502484444,0.0855835767641913,0.143618864302,0.196063053799209,0.193090422433754,0.25,1
7.89,17.542,1.40496,0.2,0.0159507646581575,0.0551921255970694,0.103515130026793,0.148913510214542,0.148232649220068,0.223059402021997,0.0159507646581575,0.0551921255970694,0.103515130026793,0.148913510214542,0.148232649220068,0.223059402021997,0.0159507646581575,0.0551921255970694,0.103515130026793,0.148913510214542,0.148232649220068,0.223059402021997,0.25,1
7.53,14.462,1.24176,0.2,0.0188606384990861,0.0615744925798227,0.0796292060243197,0.136725834717748,0.143231614961123,0.194548372792101,0.0188606384990861,0.0615744925798227,0.0796292060243197,0.136725834717748,0.143231614961123,0.194548372792101,0.0188606384990861,0.0615744925798227,0.0796292060243197,0.136725834717748,0.143231614961123,0.194548372792101,0.25,1
1.35,3.99,1.36272,0.2,0.0183540086785673,0.0527048796405552,0.104131099413676,0.130931693907796,0.156311243022979,0.208479898438528,0.0183540086785673,0.0527048796405552,0.104131099413676,0.130931693907796,0.156311243022979,0.208479898438528,0.0183540086785673,0.0527048796405552,0.104131099413676,0.130931693907796,0.156311243022979,0.208479898438528,0.25,1
-6.09,3.858,1.3992,0.2,0.0176914927594273,0.0481996794174352,0.104952391929521,0.15141098470159,0.180418792784047,0.250112480893546,0.0176914927594273,0.0481996794174352,0.104952391929521,0.15141098470159,0.180418792784047,0.250112480893546,0.0176914927594273,0.0481996794174352,0.104952391929521,0.15141098470159,0.180418792784047,0.250112480893546,0.25,1
5.73,9.006,1.3704,0.2,0.0174057015786218,0.060354334186061,0.0965341436421161,0.107755130667991,0.150540818878042,0.177376957460459,0.0174057015786218,0.060354334186061,0.0965341436421161,0.107755130667991,0.150540818878042,0.177376957460459,0.0174057015786218,0.060354334186061,0.0965341436421161,0.107755130667991,0.150540818878042,0.177376957460459,0.25,1
-0.51,14.55,1.24048,0.2,0.0166262710855159,0.0601196883411068,0.0777128568206829,0.110552302093485,0.197986528514187,0.232779071077643,0.0166262710855159,0.0601196883411068,0.0777128568206829,0.110552302093485,0.197986528514187,0.232779071077643,0.0166262710855159,0.0601196883411068,0.0777128568206829,0.110552302093485,0.197986528514187,0.232779071077643,0.25,1
-1.59,9.49,1.31792,0.2,0.0156130114444783,0.0593218924682627,0.0944809123525052,0.105757151078353,0.13951289717883,0.199570201804185,0.0156130114444783,0.0593218924682627,0.0944809123525052,0.105757151078353,0.13951289717883,0.199570201804185,0.0156130114444783,0.0593218924682627,0.0944809123525052,0.105757151078353,0.13951289717883,0.199570201804185,0.25,1
-1.47,19.17,1.39408,0.2,0.0160027266910312,0.0571162215256935,0.101804103952117,0.121341391877532,0.167467396369856,0.244928657397201,0.0160027266910312,0.0571162215256935,0.101804103952117,0.121341391877532,0.167467396369856,0.244928657397201,0.0160027266910312,0.0571162215256935,0.101804103952117,0.121341391877532,0.167467396369856,0.244928657397201,0.25,1
-2.43,24.318,1.34736,0.2,0.0146647043445328,0.0608705550449602,0.101461898737182,0.112849978621569,0.178495318069068,0.200380174225489,0.0146647043445328,0.0608705550449602,0.101461898737182,0.112849978621569,0.178495318069068,0.200380174225489,0.0146647043445328,0.0608705550449602,0.101461898737182,0.112849978621569,0.178495318069068,0.200380174225489,0.25,1
-10.23,19.126,1.39472,0.2,0.0207052906661033,0.0559429923009227,0.105363038187443,0.15400835816812,0.163492215292233,0.208803887407049,0.0207052906661033,0.0559429923009227,0.105363038187443,0.15400835816812,0.163492215292233,0.208803887407049,0.0207052906661033,0.0559429923009227,0.105363038187443,0.15400835816812,0.163492215292233,0.208803887407049,0.25,1
-6.99,17.41,1.22512,0.2,0.018224103596383,0.0505461378669769,0.100709047264325,0.125637047995255,0.139641128826495,0.255782287842673,0.018224103596383,0.0505461378669769,0.100709047264325,0.125637047995255,0.139641128826495,0.255782287842673,0.018224103596383,0.0505461378669769,0.100709047264325,0.125637047995255,0.139641128826495,0.255782287842673,0.25,1
10.95,19.522,1.38064,0.2,0.0199258601729974,0.0427558958144985,0.107826915734976,0.143419066343036,0.177341233240081,0.246062618787027,0.0199258601729974,0.0427558958144985,0.107826915734976,0.143419066343036,0.177341233240081,0.246062618787027,0.0199258601729974,0.0427558958144985,0.107826915734976,0.143419066343036,0.177341233240081,0.246062618787027,0.25,1
10.11,20.666,1.41008,0.2,0.0165483280362053,0.0557083464559685,0.0762755949179553,0.140022501040651,0.14925850240139,0.250436469862068,0.0165483280362053,0.0557083464559685,0.0762755949179553,0.140022501040651,0.14925850240139,0.250436469862068,0.0165483280362053,0.0557083464559685,0.0762755949179553,0.140022501040651,0.14925850240139,0.250436469862068,0.25,1
-0.989999999999998,15.782,1.2232,0.2,0.0166522521019528,0.046838733516701,0.103720453155754,0.145117348994229,0.17682830664942,0.254648326452848,0.0166522521019528,0.046838733516701,0.103720453155754,0.145117348994229,0.17682830664942,0.254648326452848,0.0166522521019528,0.046838733516701,0.103720453155754,0.145117348994229,0.17682830664942,0.254648326452848,0.25,1
2.25,19.214,1.15088,0.2,0.0180292459731065,0.0472141668686277,0.0765493590899034,0.148414015317132,0.162979288701572,0.189364549295756,0.0180292459731065,0.0472141668686277,0.0765493590899034,0.148414015317132,0.162979288701572,0.189364549295756,0.0180292459731065,0.0472141668686277,0.0765493590899034,0.148414015317132,0.162979288701572,0.189364549295756,0.25,1
6.39,12.174,1.36784,0.2,0.018315037153912,0.0464633001647744,0.094070266094583,0.120042705144267,0.18926677647295,0.205402003237573,0.018315037153912,0.0464633001647744,0.094070266094583,0.120042705144267,0.18926677647295,0.205402003237573,0.018315037153912,0.0464633001647744,0.094070266094583,0.120042705144267,0.18926677647295,0.205402003237573,0.25,1
-9.99,17.146,1.28976,0.2,0.0174966351361508,0.0551451964280785,0.0995455495335454,0.116746038821364,0.193370189198238,0.235532977310077,0.0174966351361508,0.0551451964280785,0.0995455495335454,0.116746038821364,0.193370189198238,0.235532977310077,0.0174966351361508,0.0551451964280785,0.0995455495335454,0.116746038821364,0.193370189198238,0.235532977310077,0.25,1
1.95,9.05,1.41904,0.2,0.0180552269895434,0.0430374708284435,0.103104483768871,0.108854019442292,0.187727996700967,0.226785275159995,0.0180552269895434,0.0430374708284435,0.103104483768871,0.108854019442292,0.187727996700967,0.226785275159995,0.0180552269895434,0.0430374708284435,0.103104483768871,0.108854019442292,0.187727996700967,0.226785275159995,0.25,1
-8.43,9.798,1.25904,0.2,0.0147686284102803,0.0538311796963352,0.0855151357212043,0.134528057169146,0.182085804203696,0.246224613271288,0.0147686284102803,0.0538311796963352,0.0855151357212043,0.134528057169146,0.182085804203696,0.246224613271288,0.0147686284102803,0.0538311796963352,0.0855151357212043,0.134528057169146,0.182085804203696,0.246224613271288,0.25,1
-13.59,3.022,1.172,0.2,0.019731002549721,0.044022983377251,0.0971501130289994,0.130132502071941,0.16413337353056,0.195682334181927,0.019731002549721,0.044022983377251,0.0971501130289994,0.130132502071941,0.16413337353056,0.195682334181927,0.019731002549721,0.044022983377251,0.0971501130289994,0.130132502071941,0.16413337353056,0.195682334181927,0.25,1
-13.11,10.414,1.30832,0.2,0.0189255910401782,0.0543943297242252,0.1061158896603,0.135427147984483,0.179008244659729,0.203620063910704,0.0189255910401782,0.0543943297242252,0.1061158896603,0.135427147984483,0.179008244659729,0.203620063910704,0.0189255910401782,0.0543943297242252,0.1061158896603,0.135427147984483,0.179008244659729,0.203620063910704,0.25,1
11.91,5.486,1.3768,0.2,0.016808138200574,0.0468856626856919,0.0979714055448438,0.132929673497435,0.142333993427466,0.195196350729144,0.016808138200574,0.0468856626856919,0.0979714055448438,0.132929673497435,0.142333993427466,0.195196350729144,0.016808138200574,0.0468856626856919,0.0979714055448438,0.132929673497435,0.142333993427466,0.195196350729144,0.25,1
-0.81,11.998,1.28272,0.2,0.0168471097252293,0.0568815756807394,0.103241365854845,0.124038664323544,0.16169697222492,0.178996902303067,0.0168471097252293,0.0568815756807394,0.103241365854845,0.124038664323544,0.16169697222492,0.178996902303067,0.0168471097252293,0.0568815756807394,0.103241365854845,0.124038664323544,0.16169697222492,0.178996902303067,0.25,1
-10.29,6.366,1.18224,0.2,0.0159117931335022,0.0619968551007402,0.0933174146217257,0.113249574539497,0.164518068473555,0.233103060046165,0.0159117931335022,0.0619968551007402,0.0933174146217257,0.113249574539497,0.164518068473555,0.233103060046165,0.0159117931335022,0.0619968551007402,0.0933174146217257,0.113249574539497,0.164518068473555,0.233103060046165,0.25,1
3.69,20.754,1.2552,0.2,0.0151843246732701,0.0446799917431227,0.0890056289135428,0.142320177568735,0.163620446939899,0.199894190772707,0.0151843246732701,0.0446799917431227,0.0890056289135428,0.142320177568735,0.163620446939899,0.199894190772707,0.0151843246732701,0.0446799917431227,0.0890056289135428,0.142320177568735,0.163620446939899,0.199894190772707,0.25,1
1.41,17.806,1.21808,0.2,0.0167951476923555,0.0489505461212885,0.104883950886534,0.151910479598999,0.154515999955665,0.180130863692892,0.0167951476923555,0.0489505461212885,0.104883950886534,0.151910479598999,0.154515999955665,0.180130863692892,0.0167951476923555,0.0489505461212885,0.104883950886534,0.151910479598999,0.154515999955665,0.180130863692892,0.25,1
-6.39,4.474,1.1208,0.2,0.0201596893209292,0.0489036169522977,0.101530339780169,0.111051796990895,0.152336061945356,0.199408207319924,0.0201596893209292,0.0489036169522977,0.101530339780169,0.111051796990895,0.152336061945356,0.199408207319924,0.0201596893209292,0.0489036169522977,0.101530339780169,0.111051796990895,0.152336061945356,0.199408207319924,0.25,1
4.89,20.094,1.2904,0.2,0.0159897361828128,0.0519540129367019,0.103652012112767,0.144517955117337,0.185035132099996,0.188392582390192,0.0159897361828128,0.0519540129367019,0.103652012112767,0.144517955117337,0.185035132099996,0.188392582390192,0.0159897361828128,0.0519540129367019,0.103652012112767,0.144517955117337,0.185035132099996,0.188392582390192,0.25,1
-3.69,7.29,1.38192,0.2,0.014729656885625,0.0523763754576194,0.0760018307460071,0.14831411633765,0.195293663913217,0.185638676157759,0.014729656885625,0.0523763754576194,0.0760018307460071,0.14831411633765,0.195293663913217,0.185638676157759,0.014729656885625,0.0523763754576194,0.0760018307460071,0.14831411633765,0.195293663913217,0.185638676157759,0.25,1
-7.59,5.97,1.27056,0.2,0.0171458914142532,0.0451023542640402,0.0800398522822419,0.108654221483329,0.186702143519645,0.222411424084954,0.0171458914142532,0.0451023542640402,0.0800398522822419,0.108654221483329,0.186702143519645,0.222411424084954,0.0171458914142532,0.0451023542640402,0.0800398522822419,0.108654221483329,0.186702143519645,0.222411424084954,0.25,1
-8.01,17.322,1.1656,0.2,0.015483106362294,0.0532211004994544,0.0949599996534144,0.124638058200436,0.139897592121826,0.178348924366024,0.015483106362294,0.0532211004994544,0.0949599996534144,0.124638058200436,0.139897592121826,0.178348924366024,0.015483106362294,0.0532211004994544,0.0949599996534144,0.124638058200436,0.139897592121826,0.178348924366024,0.25,1
-3.63,23.614,1.38384,0.2,0.0168601002334477,0.0590403174543177,0.105089274015495,0.142719773486663,0.172340198981136,0.246872591208331,0.0168601002334477,0.0590403174543177,0.105089274015495,0.142719773486663,0.172340198981136,0.246872591208331,0.0168601002334477,0.0590403174543177,0.105089274015495,0.142719773486663,0.172340198981136,0.246872591208331,0.25,1
-14.01,20.71,1.3448,0.2,0.0150414290828673,0.0558960631319319,0.0844885200763988,0.13942310716376,0.175930685115763,0.184342720283672,0.0150414290828673,0.0558960631319319,0.0844885200763988,0.13942310716376,0.175930685115763,0.184342720283672,0.0150414290828673,0.0558960631319319,0.0844885200763988,0.13942310716376,0.175930685115763,0.184342720283672,0.25,1
-5.37,16.134,1.33648,0.2,0.0192373632374206,0.0520009421056927,0.102146309167053,0.144917551035265,0.152977220183682,0.215121672293219,0.0192373632374206,0.0520009421056927,0.102146309167053,0.144917551035265,0.152977220183682,0.215121672293219,0.0192373632374206,0.0520009421056927,0.102146309167053,0.144917551035265,0.152977220183682,0.215121672293219,0.25,1
-0.27,10.458,1.27376,0.2,0.0168730907416661,0.0586179549334002,0.0979029645018567,0.129732906154013,0.163107520349237,0.191308483106886,0.0168730907416661,0.0586179549334002,0.0979029645018567,0.129732906154013,0.163107520349237,0.191308483106886,0.0168730907416661,0.0586179549334002,0.0979029645018567,0.129732906154013,0.163107520349237,0.191308483106886,0.25,1
1.17,8.698,1.2712,0.2,0.0183799896950041,0.0592749632992718,0.101325016651208,0.132430178600025,0.18952323976828,0.211557793639482,0.0183799896950041,0.0592749632992718,0.101325016651208,0.132430178600025,0.18952323976828,0.211557793639482,0.0183799896950041,0.0592749632992718,0.101325016651208,0.132430178600025,0.18952323976828,0.211557793639482,0.25,1
-12.87,12.966,1.18992,0.2,0.0184839137607516,0.0460878668128477,0.107210946348093,0.123539169426134,0.154900694898661,0.248006552598156,0.0184839137607516,0.0460878668128477,0.107210946348093,0.123539169426134,0.154900694898661,0.248006552598156,0.0184839137607516,0.0460878668128477,0.107210946348093,0.123539169426134,0.154900694898661,0.248006552598156,0.25,1
1.29,10.81,1.26416,0.2,0.0188086764662124,0.053878108865326,0.102625396467962,0.132230380641061,0.167980322960517,0.229701175876689,0.0188086764662124,0.053878108865326,0.102625396467962,0.132230380641061,0.167980322960517,0.229701175876689,0.0188086764662124,0.053878108865326,0.102625396467962,0.132230380641061,0.167980322960517,0.229701175876689,0.25,1
-0.930000000000001,24.01,1.4184,0.2,0.0186657808758096,0.0638270926913827,0.0840778738184767,0.107455433729546,0.18683037516731,0.256106276811195,0.0186657808758096,0.0638270926913827,0.0840778738184767,0.107455433729546,0.18683037516731,0.256106276811195,0.0186657808758096,0.0638270926913827,0.0840778738184767,0.107455433729546,0.18683037516731,0.256106276811195,0.25,1
3.51,3.242,1.24368,0.2,0.016054688723905,0.055849133962941,0.0768915643048385,0.140521995938061,0.165800384950208,0.209775854312614,0.016054688723905,0.055849133962941,0.0768915643048385,0.140521995938061,0.165800384950208,0.209775854312614,0.016054688723905,0.055849133962941,0.0768915643048385,0.140521995938061,0.165800384950208,0.209775854312614,0.25,1
7.95,18.51,1.31728,0.2,0.0146127423116591,0.0562714964838585,0.080245175411203,0.145916540830084,0.191318482835594,0.210747821218178,0.0146127423116591,0.0562714964838585,0.080245175411203,0.145916540830084,0.191318482835594,0.210747821218178,0.0146127423116591,0.0562714964838585,0.080245175411203,0.145916540830084,0.191318482835594,0.210747821218178,0.25,1
-8.73,10.15,1.25392,0.2,0.0186268093511543,0.0612459883968868,0.10036684204939,0.147415025522313,0.180931719374708,0.240230817353639,0.0186268093511543,0.0612459883968868,0.10036684204939,0.147415025522313,0.180931719374708,0.240230817353639,0.0186268093511543,0.0612459883968868,0.10036684204939,0.147415025522313,0.180931719374708,0.240230817353639,0.25,1
13.71,11.558,1.32496,0.2,0.0152622677225807,0.0477773168965177,0.0816139962709436,0.107555332709028,0.141821066836805,0.251732425736154,0.0152622677225807,0.0477773168965177,0.0816139962709436,0.107555332709028,0.141821066836805,0.251732425736154,0.0152622677225807,0.0477773168965177,0.0816139962709436,0.107555332709028,0.141821066836805,0.251732425736154,0.25,1
0.33,16.838,1.17648,0.2,0.0198998791565606,0.0594157508062444,0.0833934633886064,0.151011388783662,0.198627686752514,0.231159126235036,0.0198998791565606,0.0594157508062444,0.0833934633886064,0.151011388783662,0.198627686752514,0.231159126235036,0.0198998791565606,0.0594157508062444,0.0833934633886064,0.151011388783662,0.198627686752514,0.231159126235036,0.25,1
13.41,23.746,1.16496,0.2,0.0162755273636183,0.049654483656151,0.0923592400199073,0.108454423524365,0.175033063582106,0.192928427949493,0.0162755273636183,0.049654483656151,0.0923592400199073,0.108454423524365,0.175033063582106,0.192928427949493,0.0162755273636183,0.049654483656151,0.0923592400199073,0.108454423524365,0.175033063582106,0.192928427949493,0.25,1
3.33,21.59,1.12336,0.2,0.0192633442538575,0.0567407881737668,0.0910588602031537,0.146116338789048,0.150027892287381,0.204106047363487,0.0192633442538575,0.0567407881737668,0.0910588602031537,0.146116338789048,0.150027892287381,0.204106047363487,0.0192633442538575,0.0567407881737668,0.0910588602031537,0.146116338789048,0.150027892287381,0.204106047363487,0.25,1
-10.65,24.714,1.3032,0.2,0.0164054324458026,0.0573977965396385,0.0787394724654883,0.12903361329764,0.143488078256453,0.19843624041436,0.0164054324458026,0.0573977965396385,0.0787394724654883,0.12903361329764,0.143488078256453,0.19843624041436,0.0164054324458026,0.0573977965396385,0.0787394724654883,0.12903361329764,0.143488078256453,0.19843624041436,0.25,1
-14.19,4.87,1.3544,0.2,0.0169770148074136,0.0526110213025735,0.0941387071375701,0.105457454139907,0.141179908598479,0.196168317634709,0.0169770148074136,0.0526110213025735,0.0941387071375701,0.105457454139907,0.141179908598479,0.196168317634709,0.0169770148074136,0.0526110213025735,0.0941387071375701,0.105457454139907,0.141179908598479,0.196168317634709,0.25,1
-14.55,6.894,1.33584,0.2,0.0180812080059802,0.0479181044034902,0.0792870008093846,0.112550281683123,0.137461190816186,0.234723004888773,0.0180812080059802,0.0479181044034902,0.0792870008093846,0.112550281683123,0.137461190816186,0.234723004888773,0.0180812080059802,0.0479181044034902,0.0792870008093846,0.112550281683123,0.137461190816186,0.234723004888773,0.25,1
-8.97,24.23,1.32368,0.2,0.0204065089770794,0.064577959395236,0.0814771141849695,0.132729875538471,0.158106486090292,0.202972085973661,0.0204065089770794,0.064577959395236,0.0814771141849695,0.132729875538471,0.158106486090292,0.202972085973661,0.0204065089770794,0.064577959395236,0.0814771141849695,0.132729875538471,0.158106486090292,0.202972085973661,0.25,1
-0.33,4.298,1.13808,0.2,0.0155610494116046,0.0537373213583535,0.10173566290913,0.142420076548217,0.172596662276467,0.256754254748238,0.0155610494116046,0.0537373213583535,0.10173566290913,0.142420076548217,0.172596662276467,0.256754254748238,0.0155610494116046,0.0537373213583535,0.10173566290913,0.142420076548217,0.172596662276467,0.256754254748238,0.25,1
-9.63,19.83,1.26672,0.2,0.0202506228784582,0.0550982672590877,0.0888687468275688,0.108054827606437,0.190933787892598,0.247682563629635,0.0202506228784582,0.0550982672590877,0.0888687468275688,0.108054827606437,0.190933787892598,0.247682563629635,0.0202506228784582,0.0550982672590877,0.0888687468275688,0.108054827606437,0.190933787892598,0.247682563629635,0.25,1
-11.85,24.362,1.3672,0.2,0.01915942018811,0.0573508673706477,0.0873630438818541,0.114048766375352,0.177213001592416,0.225975302738691,0.01915942018811,0.0573508673706477,0.0873630438818541,0.114048766375352,0.177213001592416,0.225975302738691,0.01915942018811,0.0573508673706477,0.0873630438818541,0.114048766375352,0.177213001592416,0.225975302738691,0.25,1
0.57,6.982,1.364,0.2,0.0144178846883826,0.0582425215814735,0.105020832972508,0.118544220452039,0.175417758525102,0.249464502956503,0.0144178846883826,0.0582425215814735,0.105020832972508,0.118544220452039,0.175417758525102,0.249464502956503,0.0144178846883826,0.0582425215814735,0.105020832972508,0.118544220452039,0.175417758525102,0.249464502956503,0.25,1
14.01,21.282,1.20848,0.2,0.0203675374524241,0.0542066130482619,0.108853531379782,0.138823713286868,0.150412587230377,0.202810091489401,0.0203675374524241,0.0542066130482619,0.108853531379782,0.138823713286868,0.150412587230377,0.202810091489401,0.0203675374524241,0.0542066130482619,0.108853531379782,0.138823713286868,0.150412587230377,0.202810091489401,0.25,1
-10.95,3.066,1.17456,0.2,0.0191204486634547,0.0473080252066094,0.108237561992898,0.143319167363554,0.152592525240686,0.226947269644256,0.0191204486634547,0.0473080252066094,0.108237561992898,0.143319167363554,0.152592525240686,0.226947269644256,0.0191204486634547,0.0473080252066094,0.108237561992898,0.143319167363554,0.152592525240686,0.226947269644256,0.25,1
-10.17,10.238,1.14,0.2,0.0181071890224171,0.0595565383132168,0.096260379470168,0.133628966353808,0.178880013012064,0.227433253097038,0.0181071890224171,0.0595565383132168,0.096260379470168,0.133628966353808,0.178880013012064,0.227433253097038,0.0181071890224171,0.0595565383132168,0.096260379470168,0.133628966353808,0.178880013012064,0.227433253097038,0.25,1
-10.77,7.07,1.29808,0.2,0.0166782331183897,0.0641555968743185,0.0834619044315934,0.147914520419723,0.157593559499631,0.202000119068097,0.0166782331183897,0.0641555968743185,0.0834619044315934,0.147914520419723,0.157593559499631,0.202000119068097,0.0166782331183897,0.0641555968743185,0.0834619044315934,0.147914520419723,0.157593559499631,0.202000119068097,0.25,1
-11.67,24.846,1.26224,0.2,0.0160806697403418,0.0515785795847752,0.0859942230221135,0.126835835749038,0.170032029323161,0.222735413053476,0.0160806697403418,0.0515785795847752,0.0859942230221135,0.126835835749038,0.170032029323161,0.222735413053476,0.0160806697403418,0.0515785795847752,0.0859942230221135,0.126835835749038,0.170032029323161,0.222735413053476,0.25,1
5.43,19.918,1.10032,0.2,0.0151973151814885,0.0585240965954185,0.098450492845753,0.152310075516927,0.144513931437775,0.188230587905931,0.0151973151814885,0.0585240965954185,0.098450492845753,0.152310075516927,0.144513931437775,0.188230587905931,0.0151973151814885,0.0585240965954185,0.098450492845753,0.152310075516927,0.144513931437775,0.188230587905931,0.25,1
-1.77,21.15,1.2168,0.2,0.0172628059882191,0.0634047301704652,0.0970132309430253,0.118943816369966,0.165287458359547,0.243146718070333,0.0172628059882191,0.0634047301704652,0.0970132309430253,0.118943816369966,0.165287458359547,0.243146718070333,0.0172628059882191,0.0634047301704652,0.0970132309430253,0.118943816369966,0.165287458359547,0.243146718070333,0.25,1
0.0299999999999994,23.086,1.2488,0.2,0.0181331700388539,0.0541127547102802,0.0827090529587361,0.140422096958579,0.199397076638505,0.248978519503721,0.0181331700388539,0.0541127547102802,0.0827090529587361,0.140422096958579,0.199397076638505,0.248978519503721,0.0181331700388539,0.0541127547102802,0.0827090529587361,0.140422096958579,0.199397076638505,0.248978519503721,0.25,1
2.73,20.05,1.34288,0.2,0.0184319517278779,0.0579140173985377,0.108511326164846,0.1342283602307,0.162722825406242,0.229053197939646,0.0184319517278779,0.0579140173985377,0.108511326164846,0.1342283602307,0.162722825406242,0.229053197939646,0.0184319517278779,0.0579140173985377,0.108511326164846,0.1342283602307,0.162722825406242,0.229053197939646,0.25,1
10.35,21.81,1.3416,0.2,0.0172757964964375,0.0539719672033077,0.0878421311827633,0.117445331677737,0.141436371893809,0.182884769925326,0.0172757964964375,0.0539719672033077,0.0878421311827633,0.117445331677737,0.141436371893809,0.182884769925326,0.0172757964964375,0.0539719672033077,0.0878421311827633,0.117445331677737,0.141436371893809,0.182884769925326,0.25,1
-11.55,11.118,1.27504,0.2,0.0198609076319053,0.0448207792500952,0.0818877604428917,0.119942806164785,0.154644231603331,0.25513430990563,0.0198609076319053,0.0448207792500952,0.0818877604428917,0.119942806164785,0.154644231603331,0.25513430990563,0.0198609076319053,0.0448207792500952,0.0818877604428917,0.119942806164785,0.154644231603331,0.25513430990563,0.25,1
